feature,chi2_score
Landroid/bluetooth/BluetoothAdapter;->getState()I,61.13856992867862
Lcom/android/volley/toolbox/NetworkImageView;-><init>(Landroid/content/Context;)V,60.71417966831612
Landroid/hardware/usb/UsbManager;->getDeviceList()Ljava/util/HashMap;,60.3505581339691
Landroid/webkit/WebView;->getOriginalUrl()Ljava/lang/String;,59.87550559497848
Landroid/support/v7/widget/Space;-><init>(Landroid/content/Context;)V,59.856578524648256
Landroid/os/Bundle;->getFloat(Ljava/lang/String;)F,59.544359840988214
Landroid/app/Instrumentation;->callActivityOnStop(Landroid/app/Activity;)V,59.46628251503077
Landroid/app/Activity;->setTitle(I)V,59.303603135389416
Landroid/content/AsyncTaskLoader;-><init>(Landroid/content/Context;)V,59.288302642058284
Landroid/view/View;->setSaveEnabled(Z)V,59.263842525995415
Landroid/content/BroadcastReceiver$PendingResult;->finish()V,58.86771370226357
Landroid/os/Looper;->loop()V,58.685069483485435
Landroid/view/Window;-><init>(Landroid/content/Context;)V,58.45633206776789
Landroid/app/Activity;->startNextMatchingActivity(Landroid/content/Intent;)Z,58.399475308594745
Landroid/webkit/WebView;->setHorizontalScrollbarOverlay(Z)V,58.05850038582276
Landroid/telephony/PhoneStateListener;-><init>()V,58.02581395580853
Landroid/app/ActivityManager;->killBackgroundProcesses(Ljava/lang/String;)V,57.689809176199745
Landroid/app/Activity;->registerForContextMenu(Landroid/view/View;)V,57.61891218201305
Landroid/hardware/usb/UsbManager;->openDevice(Landroid/hardware/usb/UsbDevice;)Landroid/hardware/usb/UsbDeviceConnection;,57.59394402852523
Landroid/webkit/WebView;->setOverScrollMode(I)V,57.175482511410415
Landroid/view/View;->buildDrawingCache()V,56.22043019316274
Landroid/widget/ImageView;->invalidateDrawable(Landroid/graphics/drawable/Drawable;)V,56.10662806503011
Landroid/graphics/drawable/TransitionDrawable;-><init>([Landroid/graphics/drawable/Drawable;)V,55.52694048214949
Landroid/support/v7/widget/RecyclerView$ItemAnimator;->dispatchMoveFinished(Landroid/support/v7/widget/RecyclerView$ViewHolder;)V,55.45220916336209
Landroid/widget/PopupWindow;-><init>()V,55.384845410409014
Landroid/bluetooth/BluetoothAdapter;->getName()Ljava/lang/String;,54.39315032573242
Landroid/location/LocationManager;->removeUpdates(Landroid/app/PendingIntent;)V,54.01749233841755
Landroid/bluetooth/BluetoothAdapter;->getBluetoothLeScanner()Landroid/bluetooth/le/BluetoothLeScanner;,53.956440301106696
Landroid/widget/NumberPicker;-><init>(Landroid/content/Context;)V,53.82369136928665
Landroid/database/sqlite/SQLiteDatabase;->setForeignKeyConstraintsEnabled(Z)V,53.70668417460979
Landroid/text/SpannableStringBuilder;->append(C)Landroid/text/SpannableStringBuilder;,53.159471921440385
Landroid/speech/SpeechRecognizer;->destroy()V,53.0338937153462
Landroid/graphics/drawable/ColorDrawable;-><init>()V,53.03266195469082
Landroid/webkit/WebView;->goForward()V,52.824778547627595
Landroid/app/Activity;->closeContextMenu()V,52.0372584862743
Landroid/text/Editable$Factory;->newEditable(Ljava/lang/CharSequence;)Landroid/text/Editable;,52.02315349399848
Landroid/support/v7/widget/GridLayout;->generateLayoutParams(Landroid/util/AttributeSet;)Landroid/support/v7/widget/GridLayout$LayoutParams;,50.93829586384732
Landroid/widget/ArrayAdapter;->remove(Ljava/lang/Object;)V,50.91032045697969
Landroid/widget/SeekBar;-><init>(Landroid/content/Context;)V,50.60052698440127
Landroid/webkit/WebView;->clearView()V,49.99829102316025
Landroid/preference/PreferenceManager;->createPreferenceScreen(Landroid/content/Context;)Landroid/preference/PreferenceScreen;,49.83392260526422
Landroid/os/PowerManager$WakeLock;->acquire()V,48.35103885067184
Landroid/bluetooth/BluetoothDevice;->getBluetoothClass()Landroid/bluetooth/BluetoothClass;,47.490517972169116
Landroid/accessibilityservice/AccessibilityService;-><init>()V,47.342852289316056
Landroid/app/Activity;->unregisterForContextMenu(Landroid/view/View;)V,46.860398852274685
Landroid/widget/GridView;-><init>(Landroid/content/Context;)V,46.78278904162857
Landroid/view/ViewGroupOverlay;->remove(Landroid/view/View;)V,46.70270795120699
Landroid/text/format/DateFormat;->getDateFormatOrder(Landroid/content/Context;)[C,45.111608733090634
Landroid/animation/ValueAnimator;->reverse()V,44.39060089105023
Landroid/speech/tts/TextToSpeech;->isSpeaking()Z,44.070651282523045
Landroid/widget/AutoCompleteTextView;->dismissDropDown()V,43.975788263382185
Landroid/app/Activity;->setProgressBarIndeterminateVisibility(Z)V,43.53534942188984
Landroid/widget/ListView;->addHeaderView(Landroid/view/View;)V,43.31136222790819
Landroid/webkit/WebView;->saveState(Landroid/os/Bundle;)Landroid/webkit/WebBackForwardList;,43.07938780500878
Landroid/app/ProgressDialog;->setMax(I)V,42.280628240423425
Landroid/net/nsd/NsdManager;->unregisterService(Landroid/net/nsd/NsdManager$RegistrationListener;)V,41.89425470590251
Landroid/webkit/WebView;->canGoBack()Z,41.71109891142592
Landroid/app/DialogFragment;->onDismiss(Landroid/content/DialogInterface;)V,41.65023307495813
Landroid/view/View;->setTextDirection(I)V,40.763300009899254
Landroid/widget/Toast;-><init>(Landroid/content/Context;)V,40.74473714697608
Landroid/text/SpannableStringBuilder;->clearSpans()V,40.6499096429811
Landroid/widget/TextView;->setAllCaps(Z)V,40.47893506117822
Landroid/app/Activity;->startActivities([Landroid/content/Intent;)V,39.95392741735058
Landroid/app/Activity;->onPrepareOptionsMenu(Landroid/view/Menu;)Z,39.53658072489644
Landroid/os/Parcel;->readSparseArray(Ljava/lang/ClassLoader;)Landroid/util/SparseArray;,39.49307579842211
Landroid/database/sqlite/SQLiteDatabase;->yieldIfContendedSafely()Z,39.31807554259693
Landroid/widget/TextView;->getTotalPaddingTop()I,39.0793452007708
Landroid/view/View;->setWillNotDraw(Z)V,38.7717389079891
Landroid/widget/ZoomControls;-><init>(Landroid/content/Context;)V,38.692837897754124
Landroid/app/Activity;->onContextItemSelected(Landroid/view/MenuItem;)Z,38.65458669615187
Landroid/net/wifi/WifiManager$WifiLock;->acquire()V,38.597677454052786
Landroid/net/wifi/WifiManager;->getDhcpInfo()Landroid/net/DhcpInfo;,38.42663813460099
Landroid/graphics/drawable/BitmapDrawable;-><init>(Landroid/graphics/Bitmap;)V,38.281721304318765
Landroid/media/AudioManager;->setMicrophoneMute(Z)V,38.236561434839814
Landroid/bluetooth/BluetoothDevice;->getType()I,38.112979894633085
Landroid/view/animation/Animation;->cancel()V,37.980886533368746
Landroid/view/WindowManager$LayoutParams;->setTitle(Ljava/lang/CharSequence;)V,37.88297776468859
Landroid/webkit/WebView;->restoreState(Landroid/os/Bundle;)Landroid/webkit/WebBackForwardList;,37.80531410029799
Landroid/os/Bundle;->getByte(Ljava/lang/String;)B,37.71034639940839
Landroid/app/Activity;->setTitleColor(I)V,37.13764809743526
Landroid/media/AudioTrack;->play()V,36.81320002993315
Landroid/telephony/SubscriptionManager;->from(Landroid/content/Context;)Landroid/telephony/SubscriptionManager;,36.79521771988664
Landroid/graphics/drawable/PictureDrawable;-><init>(Landroid/graphics/Picture;)V,36.64425242113599
Landroid/app/DialogFragment;->onStop()V,36.509641575268574
Landroid/app/DialogFragment;->onActivityCreated(Landroid/os/Bundle;)V,35.75729184704932
Landroid/database/DataSetObservable;->notifyInvalidated()V,35.750596377336535
Landroid/media/AudioManager;->isBluetoothScoOn()Z,35.58698681916356
Landroid/widget/ListPopupWindow;-><init>(Landroid/content/Context;)V,35.42928099719249
Landroid/widget/GridView;->setAdapter(Landroid/widget/ListAdapter;)V,35.1225740858321
Landroid/view/View;->setOnLongClickListener(Landroid/view/View$OnLongClickListener;)V,35.11439533111377
Landroid/widget/EditText;->setSelection(I)V,34.5205452336542
Landroid/view/View;->setTextAlignment(I)V,34.309368453423126
Landroid/os/PowerManager;->isPowerSaveMode()Z,34.25638127001265
Landroid/widget/TextView;->setHint(I)V,34.25261424043477
Landroid/app/Activity;->onCreateOptionsMenu(Landroid/view/Menu;)Z,34.016739263902764
Landroid/view/inputmethod/InputMethodManager;->getEnabledInputMethodList()Ljava/util/List;,33.79975718908242
Landroid/app/Dialog;-><init>(Landroid/content/Context;)V,33.77725517249008
Landroid/text/Spannable$Factory;->newSpannable(Ljava/lang/CharSequence;)Landroid/text/Spannable;,33.270276111247554
Landroid/graphics/drawable/PaintDrawable;-><init>()V,33.22931351552673
Landroid/widget/BaseAdapter;->notifyDataSetInvalidated()V,33.08451894734056
Landroid/support/v7/widget/GridLayout;-><init>(Landroid/content/Context;)V,33.028751212140776
Landroid/app/DialogFragment;->onCreateDialog(Landroid/os/Bundle;)Landroid/app/Dialog;,32.84028045202737
Landroid/widget/ViewAnimator;->setDisplayedChild(I)V,32.65053348158051
Landroid/database/sqlite/SQLiteDatabase;->getAttachedDbs()Ljava/util/List;,32.61475629059794
Landroid/widget/ListPopupWindow;->dismiss()V,32.52818395774254
Landroid/opengl/GLSurfaceView;-><init>(Landroid/content/Context;)V,32.43945374060817
Landroid/graphics/drawable/BitmapDrawable;-><init>(Ljava/lang/String;)V,32.08832028033181
Landroid/view/View;->dispatchKeyEvent(Landroid/view/KeyEvent;)Z,31.26644744214345
Landroid/bluetooth/BluetoothAdapter;->isEnabled()Z,31.243842602433997
Landroid/webkit/WebView;->setWebChromeClient(Landroid/webkit/WebChromeClient;)V,30.756038668869486
Landroid/media/MediaPlayer;->getTrackInfo()[Landroid/media/MediaPlayer$TrackInfo;,30.69782613041441
Landroid/webkit/WebView;->getHitTestResult()Landroid/webkit/WebView$HitTestResult;,30.5780270093004
Landroid/view/View;->setSoundEffectsEnabled(Z)V,30.363236055770248
Landroid/app/UiModeManager;->getCurrentModeType()I,30.35195323828794
Landroid/app/Activity;->removeDialog(I)V,30.228508006075337
Lcom/android/volley/toolbox/AndroidAuthenticator;->getAuthToken()Ljava/lang/String;,30.05646584274314
Landroid/app/Activity;->setProgressBarVisibility(Z)V,29.78314350061951
Landroid/content/ClipboardManager;->setText(Ljava/lang/CharSequence;)V,29.696532097129086
Landroid/app/DialogFragment;->onStart()V,29.64614819209938
Landroid/media/AudioManager;->setSpeakerphoneOn(Z)V,29.50845541516317
Landroid/widget/ImageView;->clearColorFilter()V,29.369618036208376
Landroid/widget/RadioButton;-><init>(Landroid/content/Context;)V,29.33313472736874
Landroid/media/Ringtone;->play()V,29.26557468677194
Lcom/bumptech/glide/request/target/SquaringDrawable;->setBounds(Landroid/graphics/Rect;)V,29.2218187004865
Landroid/view/View;->hasFocusable()Z,28.347983961381807
Landroid/animation/AnimatorSet;->end()V,28.003607187127372
Landroid/view/View;->onWindowFocusChanged(Z)V,27.97948690376712
Landroid/widget/TextView;->onCreateInputConnection(Landroid/view/inputmethod/EditorInfo;)Landroid/view/inputmethod/InputConnection;,27.849825115933747
Landroid/view/SurfaceView;->setVisibility(I)V,27.829426508967188
Landroid/widget/RatingBar;->setMax(I)V,27.47442962171712
Landroid/database/sqlite/SQLiteStatement;->simpleQueryForString()Ljava/lang/String;,27.346397844877345
Landroid/bluetooth/BluetoothAdapter;->isDiscovering()Z,26.70140271434802
Landroid/service/notification/NotificationListenerService;-><init>()V,26.537092032763123
Landroid/app/PendingIntent;->getCreatorPackage()Ljava/lang/String;,26.32772942869542
Landroid/service/media/MediaBrowserService;-><init>()V,26.006442232184035
Lcom/bumptech/glide/Glide;->clear(Lcom/bumptech/glide/request/target/Target;)V,25.910620296509176
Landroid/widget/ListView;->addFooterView(Landroid/view/View;)V,25.118126021909475
Landroid/app/Activity;->dispatchTouchEvent(Landroid/view/MotionEvent;)Z,25.005529929715856
Landroid/database/sqlite/SQLiteDatabase;->beginTransactionNonExclusive()V,24.820909232224466
Landroid/text/style/URLSpan;->onClick(Landroid/view/View;)V,24.666388505931486
Landroid/view/inputmethod/InputMethodManager;->isAcceptingText()Z,24.591115202582845
Landroid/provider/Telephony$Sms;->getDefaultSmsPackage(Landroid/content/Context;)Ljava/lang/String;,24.355820344599554
Landroid/widget/ProgressBar;->setSecondaryProgress(I)V,24.353167273907502
Landroid/database/sqlite/SQLiteDatabase;->enableWriteAheadLogging()Z,24.290205125628518
Landroid/net/wifi/WifiManager;->disableNetwork(I)Z,23.71992310358055
Landroid/os/Vibrator;->vibrate(J)V,23.66498294026858
Landroid/app/Dialog;->cancel()V,23.628852960254815
Landroid/widget/ProgressBar;->setProgress(I)V,23.032678243864268
Landroid/content/CursorLoader;->loadInBackground()Landroid/database/Cursor;,22.628144830351367
Landroid/app/DialogFragment;->onDestroyView()V,22.519509239629606
Landroid/content/pm/IPackageDataObserver$Stub;-><init>()V,22.40980485779349
Landroid/widget/ScrollView;->fullScroll(I)Z,22.106885777671234
Landroid/bluetooth/BluetoothAdapter;->getAddress()Ljava/lang/String;,21.872084548747374
Landroid/appwidget/AppWidgetManager;->getAppWidgetInfo(I)Landroid/appwidget/AppWidgetProviderInfo;,21.858470537689605
Landroid/view/OrientationEventListener;-><init>(Landroid/content/Context;)V,21.683156801330682
Landroid/widget/TextView;->onTouchEvent(Landroid/view/MotionEvent;)Z,21.663383561574395
Landroid/view/ViewOverlay;->remove(Landroid/graphics/drawable/Drawable;)V,21.193267775440297
Landroid/widget/TextSwitcher;->setText(Ljava/lang/CharSequence;)V,20.76782770337711
Landroid/view/Window;->setBackgroundDrawableResource(I)V,20.56585665106818
Landroid/app/Activity;->dispatchKeyShortcutEvent(Landroid/view/KeyEvent;)Z,20.522111079509514
Landroid/widget/TextView;->setCursorVisible(Z)V,20.02314479058051
Landroid/content/ClipboardManager;->hasPrimaryClip()Z,19.97914517254915
Landroid/net/wifi/WifiManager;->getConnectionInfo()Landroid/net/wifi/WifiInfo;,19.58329357833436
Landroid/database/sqlite/SQLiteDatabase;->create(Landroid/database/sqlite/SQLiteDatabase$CursorFactory;)Landroid/database/sqlite/SQLiteDatabase;,19.04548899752089
Landroid/graphics/Picture;-><init>()V,18.713901437602537
Landroid/app/Application;->onConfigurationChanged(Landroid/content/res/Configuration;)V,18.472108722436673
Landroid/telephony/TelephonyManager;->getDeviceSoftwareVersion()Ljava/lang/String;,18.433908498417324
Landroid/app/KeyguardManager$KeyguardLock;->reenableKeyguard()V,18.318443062861316
Landroid/os/ServiceManager;->getService(Ljava/lang/String;)Landroid/os/IBinder;,18.277173593408175
Landroid/widget/CheckedTextView;->setVisibility(I)V,18.185900846778942
Landroid/content/ContextWrapper;->unregisterReceiver(Landroid/content/BroadcastReceiver;)V,18.017250544053194
Landroid/webkit/WebView;->getContentHeight()I,17.704650266259886
Landroid/view/View;->requestFocusFromTouch()Z,17.50650196424519
Landroid/view/View;->setDrawingCacheQuality(I)V,17.111257795262077
Landroid/widget/TextView;->setHorizontallyScrolling(Z)V,17.033927511084055
Landroid/widget/TextView;->onSaveInstanceState()Landroid/os/Parcelable;,16.938774231289276
Landroid/widget/TextView;->append(Ljava/lang/CharSequence;)V,16.809974350402562
Landroid/widget/Switch;-><init>(Landroid/content/Context;)V,16.591082324685008
Landroid/text/SpannableStringBuilder;->removeSpan(Ljava/lang/Object;)V,16.56949624812027
Landroid/view/View;->callOnClick()Z,16.47623414569002
Landroid/widget/RadioGroup;->clearCheck()V,16.33976132850882
Landroid/widget/VideoView;->onTouchEvent(Landroid/view/MotionEvent;)Z,16.043727963557476
Landroid/service/wallpaper/WallpaperService;-><init>()V,15.87598398781314
Landroid/bluetooth/BluetoothAdapter;->getProfileConnectionState(I)I,15.509442359856141
Landroid/accounts/AccountManager;->removeOnAccountsUpdatedListener(Landroid/accounts/OnAccountsUpdateListener;)V,15.460945724962393
Landroid/telephony/SubscriptionManager;->getActiveSubscriptionInfoList()Ljava/util/List;,15.424107890993627
Landroid/widget/TabHost;->setCurrentTab(I)V,15.217988323370736
Landroid/webkit/WebView;->clearSslPreferences()V,15.118507281465117
Landroid/view/Window;->setWindowAnimations(I)V,14.841959859050075
Landroid/widget/TextView;->onRestoreInstanceState(Landroid/os/Parcelable;)V,14.817518030940427
Landroid/net/ConnectivityManager;->getAllNetworks()[Landroid/net/Network;,14.729607916011382
Landroid/media/Ringtone;->isPlaying()Z,14.549074046169213
Landroid/net/TrafficStats;->getMobileRxBytes()J,14.507521462607372
Landroid/accounts/AbstractAccountAuthenticator;-><init>(Landroid/content/Context;)V,14.491039064539848
Landroid/app/NativeActivity;-><init>()V,14.386727909988151
Landroid/view/View;->setDuplicateParentStateEnabled(Z)V,13.977823187725434
Landroid/widget/EditText;->setEllipsize(Landroid/text/TextUtils$TruncateAt;)V,13.94212736355426
Landroid/widget/Toast;->setText(I)V,13.831391335941426
Landroid/view/KeyEvent;->getUnicodeChar()I,13.768955692545388
Landroid/view/Window;->setFormat(I)V,13.524140022554192
Landroid/app/ActivityManager;->getProcessMemoryInfo([I)[Landroid/os/Debug$MemoryInfo;,13.364803747413642
Landroid/view/View;->dispatchGenericMotionEvent(Landroid/view/MotionEvent;)Z,13.19109990107146
Landroid/content/ClipboardManager;->getPrimaryClip()Landroid/content/ClipData;,13.09345345593134
Landroid/webkit/WebView;->resumeTimers()V,12.952142513027049
Landroid/media/AudioRecord;->startRecording()V,12.917282110175154
Landroid/app/DownloadManager;->remove([J)I,12.881974434116032
Landroid/app/WallpaperManager;->getInstance(Landroid/content/Context;)Landroid/app/WallpaperManager;,12.83619181884502
Landroid/net/wifi/WifiManager;->createWifiLock(Ljava/lang/String;)Landroid/net/wifi/WifiManager$WifiLock;,12.684380611616955
Landroid/app/KeyguardManager;->newKeyguardLock(Ljava/lang/String;)Landroid/app/KeyguardManager$KeyguardLock;,12.478501507661456
Landroid/webkit/WebView;->pauseTimers()V,12.328870846149956
Landroid/transition/TransitionManager;->beginDelayedTransition(Landroid/view/ViewGroup;)V,12.284503607502263
Landroid/webkit/WebView;->clearHistory()V,12.142856508016981
Landroid/view/InputDevice;->getDevice(I)Landroid/view/InputDevice;,12.079268497559887
Landroid/app/ActivityManager;->getLauncherLargeIconSize()I,11.910384450023091
Landroid/media/MediaPlayer;->setDataSource(Ljava/lang/String;)V,11.846713589171344
Landroid/app/Activity;->getMenuInflater()Landroid/view/MenuInflater;,11.81002317107016
Landroid/nfc/NfcAdapter;->getDefaultAdapter(Landroid/content/Context;)Landroid/nfc/NfcAdapter;,11.479736928376083
Landroid/widget/RadioGroup;-><init>(Landroid/content/Context;)V,11.301288460356577
Landroid/content/ContentResolver;->getMasterSyncAutomatically()Z,11.190154330810604
Landroid/content/ContextWrapper;->startActivity(Landroid/content/Intent;)V,11.163248467760656
Landroid/webkit/WebView;->setInitialScale(I)V,11.131365510914659
Landroid/view/View;->setScrollX(I)V,10.89962156437991
Landroid/media/AudioManager;->getVibrateSetting(I)I,10.567922263220934
Landroid/widget/TableRow;-><init>(Landroid/content/Context;)V,10.489772778396508
Landroid/media/AudioManager;->isBluetoothScoAvailableOffCall()Z,10.488528038020165
Landroid/app/Activity;->dispatchTrackballEvent(Landroid/view/MotionEvent;)Z,10.385155269869713
Landroid/nfc/NfcAdapter;->isEnabled()Z,10.277695609096366
Landroid/app/DownloadManager;->getUriForDownloadedFile(J)Landroid/net/Uri;,10.121195841589248
Landroid/widget/ListView;->setDivider(Landroid/graphics/drawable/Drawable;)V,9.84213897543954
Landroid/widget/AbsoluteLayout;-><init>(Landroid/content/Context;)V,9.77635715158217
Landroid/text/SpannableString;->valueOf(Ljava/lang/CharSequence;)Landroid/text/SpannableString;,9.766244393232373
Landroid/bluetooth/BluetoothAdapter;->getRemoteDevice(Ljava/lang/String;)Landroid/bluetooth/BluetoothDevice;,9.608913578429558
Landroid/app/Activity;->onSearchRequested()Z,9.597807466695993
Landroid/content/ContentResolver;->acquireContentProviderClient(Landroid/net/Uri;)Landroid/content/ContentProviderClient;,9.58070787711483
Landroid/view/View;->clearFocus()V,9.52929620403905
Landroid/app/NativeActivity;->onWindowFocusChanged(Z)V,9.452484066173774
Landroid/widget/ListView;->removeFooterView(Landroid/view/View;)Z,9.429969786231197
Landroid/location/LocationManager;->getAllProviders()Ljava/util/List;,9.324134622222429
Landroid/net/TrafficStats;->getMobileTxBytes()J,8.968149639189289
Landroid/os/Parcel;->writeArray([Ljava/lang/Object;)V,8.966603926276168
Landroid/widget/TextView;->setHint(Ljava/lang/CharSequence;)V,8.769725841010345
Landroid/content/Intent;->getStringArrayListExtra(Ljava/lang/String;)Ljava/util/ArrayList;,8.766774783638475
Landroid/app/Activity;->moveTaskToBack(Z)Z,8.60586717441765
Landroid/bluetooth/BluetoothAdapter;->cancelDiscovery()Z,8.368510711291254
Landroid/view/View;->focusSearch(I)Landroid/view/View;,8.349960791352636
Lcom/bumptech/glide/manager/RequestTracker;->restartRequests()V,8.07151112865148
Landroid/graphics/drawable/BitmapDrawable;-><init>(Landroid/content/res/Resources;)V,7.987681757153112
Landroid/widget/TextView;->setInputType(I)V,7.937217585922781
Landroid/widget/PopupWindow;-><init>(Landroid/content/Context;)V,7.522134375939891
Landroid/app/ActivityGroup;-><init>()V,7.272933740403437
Landroid/text/format/Time;->format3339(Z)Ljava/lang/String;,7.02629667442784
Landroid/content/res/AssetFileDescriptor;->close()V,7.020630476913755
Landroid/net/wifi/WifiManager;->disconnect()Z,7.017163559740704
Landroid/view/Window;->setDimAmount(F)V,6.904971323391653
Landroid/net/ConnectivityManager;->getNetworkInfo(Landroid/net/Network;)Landroid/net/NetworkInfo;,6.824893507762836
Landroid/hardware/Camera;->open()Landroid/hardware/Camera;,6.753661712921911
Landroid/webkit/WebView;->freeMemory()V,6.725643509025657
Landroid/app/ActivityManager;->getMyMemoryState(Landroid/app/ActivityManager$RunningAppProcessInfo;)V,6.686626388284057
Landroid/media/Ringtone;->stop()V,6.640501908359193
Landroid/widget/CompoundButton;->toggle()V,6.597048911831978
Landroid/view/ViewGroup;->removeAllViewsInLayout()V,6.5959872810413
Landroid/media/AudioManager;->setBluetoothScoOn(Z)V,6.4245978734518605
Landroid/gesture/GestureOverlayView;-><init>(Landroid/content/Context;)V,6.320971604754604
Landroid/os/BatteryManager;->getIntProperty(I)I,6.317190222510288
Landroid/bluetooth/BluetoothAdapter;->disable()Z,6.287131385943802
Landroid/net/wifi/WifiManager;->saveConfiguration()Z,6.287131385943802
Landroid/bluetooth/BluetoothDevice;->getName()Ljava/lang/String;,6.240847922945876
Landroid/widget/ExpandableListView;-><init>(Landroid/content/Context;)V,6.16866365549926
Landroid/text/Selection;->removeSelection(Landroid/text/Spannable;)V,6.135233899681049
Landroid/bluetooth/BluetoothAdapter;->enable()Z,6.13368512806708
Landroid/util/LruCache;->evictAll()V,5.951590421215765
Landroid/media/MediaExtractor;->setDataSource(Ljava/lang/String;)V,5.937087894325721
Landroid/view/View;->getDrawingCache(Z)Landroid/graphics/Bitmap;,5.865001487348877
Landroid/transition/TransitionManager;->transitionTo(Landroid/transition/Scene;)V,5.845946061597354
Landroid/media/AudioManager;->setRingerMode(I)V,5.788475791851539
Landroid/view/GestureDetector;-><init>(Landroid/view/GestureDetector$OnGestureListener;)V,5.770872208105532
Landroid/bluetooth/BluetoothAdapter;->startLeScan(Landroid/bluetooth/BluetoothAdapter$LeScanCallback;)Z,5.752540652126193
Landroid/webkit/WebView;->findAddress(Ljava/lang/String;)Ljava/lang/String;,5.633204549553619
Landroid/util/LruCache;->remove(Ljava/lang/Object;)Ljava/lang/Object;,5.519059234235002
Landroid/widget/ListView;->removeHeaderView(Landroid/view/View;)Z,5.50791208398088
Landroid/widget/HorizontalScrollView;->onTouchEvent(Landroid/view/MotionEvent;)Z,5.401821612005484
Landroid/media/MediaPlayer;->prepare()V,5.382691000601975
Landroid/bluetooth/BluetoothSocket;->close()V,5.336526625291556
Landroid/widget/MediaController;->onTouchEvent(Landroid/view/MotionEvent;)Z,5.252183277679297
Landroid/webkit/WebView;->getUrl()Ljava/lang/String;,5.1133588028009145
Landroid/database/sqlite/SQLiteStatement;->executeUpdateDelete()I,5.0703998773297005
Landroid/net/ConnectivityManager;->getNetworkCapabilities(Landroid/net/Network;)Landroid/net/NetworkCapabilities;,4.994786293137287
Landroid/app/Activity;->hasWindowFocus()Z,4.923109338512765
Landroid/content/ContentResolver;->setMasterSyncAutomatically(Z)V,4.848481512945511
Landroid/bluetooth/BluetoothAdapter;->startDiscovery()Z,4.630914755694309
Landroid/widget/TextView;->onWindowFocusChanged(Z)V,4.4590774395393025
Landroid/widget/ProgressBar;->incrementProgressBy(I)V,4.437226956443853
Landroid/net/ConnectivityManager;->unregisterNetworkCallback(Landroid/net/ConnectivityManager$NetworkCallback;)V,4.394533441871571
Landroid/view/View;->setVerticalFadingEdgeEnabled(Z)V,4.285401344767734
Landroid/app/WallpaperManager;->getDrawable()Landroid/graphics/drawable/Drawable;,4.241250477806545
Landroid/telephony/TelephonyManager;->getCallState()I,4.173328562648493
Landroid/app/Activity;->getRequestedOrientation()I,4.123771973728349
Landroid/app/WallpaperManager;->setStream(Ljava/io/InputStream;)V,4.039131385008442
Landroid/text/style/ImageSpan;->getDrawable()Landroid/graphics/drawable/Drawable;,3.9684305086529856
Landroid/app/PendingIntent;->getTargetPackage()Ljava/lang/String;,3.884166957415843
Landroid/content/ContentResolver;->unregisterContentObserver(Landroid/database/ContentObserver;)V,3.772365430633694
Landroid/webkit/WebView;->reload()V,3.7712316060020465
Landroid/telephony/TelephonyManager;->getSimOperatorName()Ljava/lang/String;,3.5290063186089524
Landroid/webkit/WebView;->copyBackForwardList()Landroid/webkit/WebBackForwardList;,3.440712051271162
Landroid/media/CamcorderProfile;->get(I)Landroid/media/CamcorderProfile;,3.4290504722909523
Landroid/widget/HorizontalScrollView;->fling(I)V,3.40090481414682
Landroid/content/ClipData$Item;->coerceToText(Landroid/content/Context;)Ljava/lang/CharSequence;,3.384916381462773
Landroid/app/admin/DevicePolicyManager;->isAdminActive(Landroid/content/ComponentName;)Z,3.2572988214728675
Landroid/app/DialogFragment;->dismiss()V,3.1260379314157967
Landroid/text/SpannedString;-><init>(Ljava/lang/CharSequence;)V,3.108256804369133
Landroid/widget/ImageView;->setImageLevel(I)V,3.0748257412369835
Landroid/webkit/WebView;->capturePicture()Landroid/graphics/Picture;,3.0241568317482477
Landroid/app/KeyguardManager;->isKeyguardLocked()Z,3.0086827995556176
Landroid/content/ContentProvider;->applyBatch(Ljava/util/ArrayList;)[Landroid/content/ContentProviderResult;,2.992574575096777
Landroid/net/wifi/WifiManager;->removeNetwork(I)Z,2.8875177039952202
Landroid/media/SoundPool$Builder;->build()Landroid/media/SoundPool;,2.7085210046303883
Landroid/widget/TextView;->setTextScaleX(F)V,2.6061140581110074
Landroid/animation/ValueAnimator;->setCurrentPlayTime(J)V,2.5335618418242842
Landroid/provider/MediaStore$Audio$Media;->getContentUriForPath(Ljava/lang/String;)Landroid/net/Uri;,2.5220847583872956
Landroid/content/pm/IPackageStatsObserver$Stub;-><init>()V,2.4522725382840216
Landroid/view/ViewGroup;->dispatchTouchEvent(Landroid/view/MotionEvent;)Z,2.4328407770556266
Landroid/bluetooth/BluetoothSocket;->connect()V,2.311207175828958
Landroid/view/View;->refreshDrawableState()V,2.3057476455895998
Landroid/telephony/SmsMessage;->createFromPdu([B)Landroid/telephony/SmsMessage;,2.273911573216396
Landroid/net/http/RequestHandle;->processRequest()V,2.253767410494947
Landroid/widget/Toast;->cancel()V,2.221953137652047
Landroid/app/ActivityManager;->getDeviceConfigurationInfo()Landroid/content/pm/ConfigurationInfo;,2.177181998938706
Landroid/bluetooth/BluetoothAdapter;->getScanMode()I,2.0896634449595437
Landroid/net/wifi/WifiManager;->createMulticastLock(Ljava/lang/String;)Landroid/net/wifi/WifiManager$MulticastLock;,2.0703361826269746
Landroid/view/inputmethod/BaseInputConnection;->sendKeyEvent(Landroid/view/KeyEvent;)Z,1.9034648438416903
