feature,chi2_score
Landroid/app/ActivityManager;->getProcessesInErrorState()Ljava/util/List;,475.1388076279743
Landroid/widget/PopupWindow;->showAsDropDown(Landroid/view/View;)V,474.9558711056007
Landroid/widget/TextView;->setPaintFlags(I)V,472.10029002813275
Landroid/preference/PreferenceFragment;->onCreate(Landroid/os/Bundle;)V,467.02110828271134
Landroid/widget/VideoView;->pause()V,464.3600390924912
Landroid/app/Activity;-><init>()V,455.0381139330378
Landroid/os/Bundle;->clear()V,444.1207395904636
Landroid/app/AlertDialog$Builder;->show()Landroid/app/AlertDialog;,443.58540522440944
Landroid/app/ActivityManager;->getRunningAppProcesses()Ljava/util/List;,443.5603961145986
Landroid/widget/Toast;->show()V,439.9967184136589
Landroid/net/wifi/WifiManager;->getWifiState()I,439.56512864303545
Landroid/view/Display;->getMetrics(Landroid/util/DisplayMetrics;)V,434.92016830733814
Landroid/support/v4/net/ConnectivityManagerCompat;->isActiveNetworkMetered(Landroid/net/ConnectivityManager;)Z,427.479306813521
Landroid/view/Display;->getRealSize(Landroid/graphics/Point;)V,427.1026715590736
Landroid/os/Bundle;->getSerializable(Ljava/lang/String;)Ljava/io/Serializable;,403.8942166029095
Landroid/view/Window;->setSoftInputMode(I)V,399.47903974058
Landroid/media/MediaPlayer;->pause()V,399.0346388557734
Landroid/database/sqlite/SQLiteDatabase;->beginTransaction()V,398.8419000569672
Landroid/telephony/TelephonyManager;->getNetworkOperator()Ljava/lang/String;,398.25492651416414
Landroid/webkit/WebView;->getSettings()Landroid/webkit/WebSettings;,394.6747799449958
Landroid/widget/MediaController;->setAnchorView(Landroid/view/View;)V,394.3986461101998
Landroid/location/LocationManager;->removeGpsStatusListener(Landroid/location/GpsStatus$Listener;)V,388.93299067224933
Landroid/support/v7/internal/widget/ActionBarContainer;->jumpDrawablesToCurrentState()V,384.20967107556567
Landroid/media/MediaPlayer;->stop()V,381.4373837509763
Landroid/appwidget/AppWidgetManager;->getInstance(Landroid/content/Context;)Landroid/appwidget/AppWidgetManager;,379.85258114461726
Landroid/support/v7/internal/widget/ActivityChooserView;->setExpandActivityOverflowButtonDrawable(Landroid/graphics/drawable/Drawable;)V,378.91736319459727
Landroid/widget/TextView;->setText(I)V,373.3487367490553
Landroid/net/wifi/WifiManager;->isWifiEnabled()Z,372.1519181710556
Landroid/widget/TabHost$TabSpec;->setContent(I)Landroid/widget/TabHost$TabSpec;,369.3605127744602
Landroid/graphics/drawable/GradientDrawable;-><init>()V,365.2172767586806
Landroid/appwidget/AppWidgetManager;->getAppWidgetIds(Landroid/content/ComponentName;)[I,364.64853726575865
Landroid/widget/TextView;->setSelected(Z)V,364.57089531358076
Landroid/animation/ValueAnimator;->end()V,363.71481859197786
Landroid/support/v7/internal/widget/ScrollingTabContainerView;->setTabSelected(I)V,363.02859569499543
Landroid/widget/ImageView;->setSelected(Z)V,359.96230945690877
Landroid/preference/PreferenceActivity;-><init>()V,359.0129286427009
Landroid/webkit/WebView;->loadUrl(Ljava/lang/String;)V,356.6534201941113
Landroid/hardware/display/VirtualDisplay;->release()V,355.23232704515783
Landroid/location/LocationManager;->isProviderEnabled(Ljava/lang/String;)Z,353.43827758526095
Landroid/net/wifi/WifiManager;->startScan()Z,345.2730555250326
Landroid/database/sqlite/SQLiteDatabase;->execSQL(Ljava/lang/String;)V,344.109242227174
Landroid/content/ContextWrapper;->setTheme(I)V,341.82841252957166
Landroid/webkit/WebView;->removeJavascriptInterface(Ljava/lang/String;)V,339.98889601270366
Landroid/graphics/drawable/PaintDrawable;-><init>(I)V,334.9513522271076
Landroid/net/ConnectivityManager;->getActiveNetworkInfo()Landroid/net/NetworkInfo;,334.553995718584
Landroid/media/MediaPlayer;->release()V,332.0422794393621
Landroid/text/format/Time;->format(Ljava/lang/String;)Ljava/lang/String;,327.3962493754209
Landroid/text/format/DateFormat;->getTimeFormat(Landroid/content/Context;)Ljava/text/DateFormat;,325.94021416347243
Landroid/app/ProgressDialog;->setMessage(Ljava/lang/CharSequence;)V,321.6034208077449
Landroid/view/View;->setBackgroundResource(I)V,320.5330220716764
Landroid/widget/ArrayAdapter;->add(Ljava/lang/Object;)V,319.5952722987705
Landroid/webkit/WebView;->setVerticalScrollbarOverlay(Z)V,318.1991739700491
Landroid/support/v7/internal/widget/TintImageView;->setImageResource(I)V,316.5210696276168
Landroid/support/v7/internal/widget/ListViewCompat;->setSelector(Landroid/graphics/drawable/Drawable;)V,315.78809501723345
Landroid/support/v7/internal/view/menu/MenuPopupHelper;->onSubMenuSelected(Landroid/support/v7/internal/view/menu/SubMenuBuilder;)Z,314.52847037652236
Landroid/os/Environment;->getExternalStorageDirectory()Ljava/io/File;,314.5027171115373
Landroid/media/MediaPlayer;->start()V,312.4047811415768
Landroid/app/AlertDialog$Builder;->setMessage(I)Landroid/app/AlertDialog$Builder;,312.026206254038
Landroid/webkit/CookieManager;->getInstance()Landroid/webkit/CookieManager;,310.4163910134482
Landroid/os/ParcelFileDescriptor$AutoCloseInputStream;->close()V,307.6422277239604
Landroid/app/Activity;->getSystemService(Ljava/lang/String;)Ljava/lang/Object;,296.4364248548188
Landroid/view/View;->setStateListAnimator(Landroid/animation/StateListAnimator;)V,294.90190293874315
Landroid/media/MediaPlayer;-><init>()V,294.61986615806654
Landroid/preference/PreferenceManager;->getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;,292.871083767292
Landroid/widget/VideoView;->setVideoURI(Landroid/net/Uri;)V,291.97225848978803
Landroid/location/LocationManager;->getLastKnownLocation(Ljava/lang/String;)Landroid/location/Location;,290.76499525092714
Landroid/location/LocationManager;->addNmeaListener(Landroid/location/GpsStatus$NmeaListener;)Z,288.71068966543453
Landroid/database/sqlite/SQLiteDatabase;->setVersion(I)V,284.02671342018436
Landroid/media/browse/MediaBrowser;->unsubscribe(Ljava/lang/String;)V,281.66710927100917
Landroid/support/v7/internal/widget/ListViewCompat;-><init>(Landroid/content/Context;)V,278.69192559228907
Landroid/os/Bundle;->getByteArray(Ljava/lang/String;)[B,278.0647795412356
Landroid/app/ProgressDialog;-><init>(Landroid/content/Context;)V,275.22468718924085
Landroid/webkit/WebView;->setNetworkAvailable(Z)V,274.58030237004294
Landroid/support/v7/internal/app/ToolbarActionBar;->setIcon(Landroid/graphics/drawable/Drawable;)V,272.08949565443044
Landroid/view/Window;->setType(I)V,266.7248993395151
Landroid/os/Environment;->getExternalStorageState()Ljava/lang/String;,264.7866787543618
Landroid/widget/PopupWindow;->update()V,264.35531074117523
Landroid/net/ConnectivityManager;->getNetworkInfo(I)Landroid/net/NetworkInfo;,262.9322686664316
Landroid/text/format/DateFormat;->is24HourFormat(Landroid/content/Context;)Z,260.0269355979741
Landroid/app/Instrumentation;->sendKeyDownUpSync(I)V,259.77815905194507
Landroid/telephony/TelephonyManager;->getLine1Number()Ljava/lang/String;,253.91314309947634
Landroid/widget/Switch;->setChecked(Z)V,252.45200789549992
Landroid/animation/ObjectAnimator;->start()V,251.62568971525377
Landroid/widget/AutoCompleteTextView;-><init>(Landroid/content/Context;)V,250.98335088621513
Landroid/location/Geocoder;->isPresent()Z,250.60771030949485
Landroid/widget/ArrayAdapter;->notifyDataSetChanged()V,244.2915594698787
Landroid/os/Environment;->getExternalStoragePublicDirectory(Ljava/lang/String;)Ljava/io/File;,244.1700094968165
Landroid/widget/TextView;->setTextSize(F)V,243.3260996899386
Landroid/app/ActivityManager;->getRunningServices(I)Ljava/util/List;,242.19770662682515
Landroid/widget/ToggleButton;->setChecked(Z)V,240.4230979555429
Landroid/widget/ImageView;->setImageAlpha(I)V,237.78997710567268
Landroid/app/DialogFragment;->onCreate(Landroid/os/Bundle;)V,237.60267848896984
Landroid/widget/ArrayAdapter;->clear()V,236.90536286014168
Landroid/view/Window;->setGravity(I)V,234.1228321604675
Landroid/app/Dialog;->onBackPressed()V,233.19916302670026
Landroid/widget/Spinner;->setEnabled(Z)V,230.67815536068375
Landroid/support/v7/internal/widget/ActionBarContextView;->setSplitToolbar(Z)V,228.39811160531
Landroid/media/AudioTrack;->setVolume(F)I,227.89920455296277
Landroid/widget/TabHost;->addTab(Landroid/widget/TabHost$TabSpec;)V,225.47716075201274
Landroid/widget/TextView;->setError(Ljava/lang/CharSequence;)V,223.47905835014546
Landroid/support/v7/app/ActionBarActivity;->onBackPressed()V,219.7864209917799
Landroid/support/v7/internal/widget/ToolbarWidgetWrapper;->getMenu()Landroid/view/Menu;,218.8752599710631
Landroid/app/Activity;->isTaskRoot()Z,217.3610877529805
Landroid/view/inputmethod/InputMethodManager;->isActive()Z,216.69326968895228
Landroid/view/ScaleGestureDetector;->onTouchEvent(Landroid/view/MotionEvent;)Z,215.47498419832507
Landroid/widget/ImageView;->setColorFilter(I)V,215.4693630628624
Landroid/text/format/DateFormat;->getDateFormat(Landroid/content/Context;)Ljava/text/DateFormat;,214.7066514854316
Landroid/app/Dialog;->findViewById(I)Landroid/view/View;,213.78749484252052
Landroid/app/TaskStackBuilder;->addParentStack(Ljava/lang/Class;)Landroid/app/TaskStackBuilder;,211.82313508844248
Landroid/app/TaskStackBuilder;->startActivities()V,210.6743942036136
Landroid/accounts/AccountManager;->getAccounts()[Landroid/accounts/Account;,209.65102928219866
Landroid/graphics/drawable/StateListDrawable;-><init>()V,209.63879043948452
Landroid/support/v7/internal/widget/ActionBarContextView;->onAnimationEnd(Landroid/view/View;)V,208.97851632483773
Landroid/widget/AutoCompleteTextView;->onWindowFocusChanged(Z)V,207.75464231766117
Landroid/support/v7/app/ActionBarActivity;->getSupportActionBar()Landroid/support/v7/app/ActionBar;,207.67698504693516
Landroid/telephony/CellLocation;->requestLocationUpdate()V,206.81076167897902
Landroid/app/Activity;->setTitle(Ljava/lang/CharSequence;)V,206.7566038513374
Landroid/app/job/JobService;-><init>()V,204.0277877440058
Landroid/webkit/WebView;->goBackOrForward(I)V,203.65152463621467
Landroid/support/v7/internal/widget/AdapterViewCompat;->dispatchPopulateAccessibilityEvent(Landroid/view/accessibility/AccessibilityEvent;)Z,202.59217629417645
Landroid/widget/TextView;->setIncludeFontPadding(Z)V,200.1496749432637
Landroid/widget/ArrayAdapter;->addAll(Ljava/util/Collection;)V,199.94864343221855
Landroid/telephony/TelephonyManager;->getNetworkType()I,199.8470500029327
Landroid/widget/PopupMenu;->show()V,199.84336782297044
Landroid/graphics/drawable/LayerDrawable;->draw(Landroid/graphics/Canvas;)V,197.83110532793725
Landroid/view/View;->announceForAccessibility(Ljava/lang/CharSequence;)V,197.39246514937207
Landroid/preference/Preference;-><init>(Landroid/content/Context;)V,196.5053650773147
Landroid/app/ActivityManager;->getRunningTasks(I)Ljava/util/List;,196.0099885918812
Landroid/view/inputmethod/InputConnectionWrapper;->sendKeyEvent(Landroid/view/KeyEvent;)Z,195.88822512434433
Landroid/view/ViewGroup;->focusableViewAvailable(Landroid/view/View;)V,195.7614639377182
Landroid/net/wifi/WifiManager;->isScanAlwaysAvailable()Z,195.5923391956697
Landroid/widget/NumberPicker;->setValue(I)V,194.20388758086781
Landroid/webkit/WebView;->setWebContentsDebuggingEnabled(Z)V,194.00160266050267
Landroid/widget/CheckedTextView;-><init>(Landroid/content/Context;)V,193.24993681424255
Landroid/view/SurfaceView;-><init>(Landroid/content/Context;)V,189.37414066373967
Landroid/database/sqlite/SQLiteDatabase;->compileStatement(Ljava/lang/String;)Landroid/database/sqlite/SQLiteStatement;,189.20825481793273
Landroid/view/ViewStub;->setVisibility(I)V,188.7890228694912
Landroid/view/TouchDelegate;->onTouchEvent(Landroid/view/MotionEvent;)Z,188.13840871378233
Landroid/support/v7/internal/app/WindowDecorActionBar;->setSplitBackgroundDrawable(Landroid/graphics/drawable/Drawable;)V,186.69773480450675
Landroid/widget/CheckedTextView;->setCheckMarkDrawable(Landroid/graphics/drawable/Drawable;)V,184.1211718857149
Landroid/webkit/WebView;->clearCache(Z)V,176.36861684603969
Landroid/widget/MediaController;->show()V,176.00883486893335
Landroid/widget/RemoteViewsService;-><init>()V,174.19866594684402
Landroid/preference/Preference$BaseSavedState;-><init>(Landroid/os/Parcel;)V,172.17900093394172
Landroid/media/MediaScannerConnection;->disconnect()V,171.41226076893915
Landroid/support/v7/app/ActionBarActivity;->onConfigurationChanged(Landroid/content/res/Configuration;)V,171.09057705001004
Landroid/app/Service;->stopSelf()V,170.95064262861604
Landroid/view/View;->performLongClick()Z,170.33430963288606
Landroid/graphics/drawable/Drawable;->createFromPath(Ljava/lang/String;)Landroid/graphics/drawable/Drawable;,170.27906775392887
Landroid/webkit/WebView;->computeScroll()V,167.81768725301603
Landroid/widget/TextView;->setMovementMethod(Landroid/text/method/MovementMethod;)V,167.687659023387
Landroid/telephony/TelephonyManager;->getNetworkCountryIso()Ljava/lang/String;,166.41088515900404
Landroid/location/Geocoder;-><init>(Landroid/content/Context;)V,165.58110546440338
Landroid/widget/RatingBar;->setStepSize(F)V,163.54244049030927
Landroid/widget/ScrollView;-><init>(Landroid/content/Context;)V,163.41880036952523
Landroid/accounts/AccountManager;->getAccountsByType(Ljava/lang/String;)[Landroid/accounts/Account;,162.9340119616427
Landroid/webkit/WebView;->dispatchKeyEvent(Landroid/view/KeyEvent;)Z,162.20825404844018
Landroid/widget/TextView;->clearComposingText()V,161.39313037323083
Landroid/widget/TextView;->setEnabled(Z)V,160.24030142127626
Landroid/support/v7/internal/widget/CompatTextView;-><init>(Landroid/content/Context;)V,158.9226759342132
Landroid/widget/VideoView;->resume()V,158.56766947895625
Landroid/webkit/WebView;->onGenericMotionEvent(Landroid/view/MotionEvent;)Z,158.17000068620126
Landroid/webkit/WebView;->clearFormData()V,156.6189299217778
Landroid/preference/Preference;->setSummary(I)V,156.3418008037974
Landroid/app/Activity;->startActionMode(Landroid/view/ActionMode$Callback;)Landroid/view/ActionMode;,154.55077633121113
Landroid/telephony/SmsManager;->divideMessage(Ljava/lang/String;)Ljava/util/ArrayList;,154.1910735734892
Landroid/webkit/CookieSyncManager;->sync()V,153.82787843837758
Landroid/widget/ScrollView;->executeKeyEvent(Landroid/view/KeyEvent;)Z,151.98604147479784
Landroid/app/ProgressDialog;->setProgress(I)V,151.72284962047968
Landroid/app/KeyguardManager;->isKeyguardSecure()Z,151.08986561837185
Landroid/view/View;->setScrollBarStyle(I)V,150.82649851318985
Landroid/telephony/TelephonyManager;->getSimOperator()Ljava/lang/String;,150.7046351374625
Landroid/webkit/WebIconDatabase;->getInstance()Landroid/webkit/WebIconDatabase;,149.89578499910414
Landroid/view/TextureView;->getBitmap()Landroid/graphics/Bitmap;,148.9694956875556
Landroid/widget/ImageView;->jumpDrawablesToCurrentState()V,148.51612843498202
Landroid/webkit/WebView;->zoomIn()Z,148.4277953254762
Landroid/widget/ImageView;->setAlpha(I)V,147.6306985015666
Landroid/webkit/WebView;->getCertificate()Landroid/net/http/SslCertificate;,146.88105147393884
Landroid/view/inputmethod/InputMethodInfo;->loadLabel(Landroid/content/pm/PackageManager;)Ljava/lang/CharSequence;,146.64258415297644
Landroid/preference/ListPreference;-><init>(Landroid/content/Context;)V,145.33412663920214
Landroid/app/Dialog;->setContentView(I)V,145.1509793259465
Landroid/widget/MediaController;->show(I)V,143.17350400203065
Landroid/webkit/WebView;->invokeZoomPicker()V,142.56412005185814
Landroid/webkit/WebView;->zoomOut()Z,141.53572888305246
Landroid/webkit/WebView;->getProgress()I,141.17216744699462
Landroid/database/sqlite/SQLiteStatement;->simpleQueryForLong()J,140.9640898937334
Landroid/animation/AnimatorSet;->cancel()V,140.81992627765538
Landroid/os/Bundle;->getIntegerArrayList(Ljava/lang/String;)Ljava/util/ArrayList;,139.96856475555956
Landroid/app/DialogFragment;->onSaveInstanceState(Landroid/os/Bundle;)V,139.76321895573486
Landroid/view/View;->setHorizontalScrollBarEnabled(Z)V,139.71701996451495
Landroid/content/ContentResolver;->openOutputStream(Landroid/net/Uri;)Ljava/io/OutputStream;,136.71381970795738
Landroid/telephony/TelephonyManager;->getDataActivity()I,136.64215873681584
Landroid/database/sqlite/SQLiteStatement;->execute()V,136.42666139304885
Landroid/support/v13/app/FragmentTabHost;->onTabChanged(Ljava/lang/String;)V,135.4081204912752
Landroid/widget/Toast;->setText(Ljava/lang/CharSequence;)V,134.41644577723451
Landroid/widget/VideoView;->suspend()V,132.95302209605723
Landroid/widget/ZoomButtonsController;-><init>(Landroid/view/View;)V,131.2325330426679
Landroid/webkit/WebView;->canGoBackOrForward(I)Z,130.20752176840924
Landroid/webkit/WebView;->clearMatches()V,130.00579629770522
Landroid/net/wifi/WifiManager;->setWifiEnabled(Z)Z,129.9462683373677
Landroid/preference/PreferenceCategory;-><init>(Landroid/content/Context;)V,129.30435696553624
Landroid/app/Activity;->finishFromChild(Landroid/app/Activity;)V,128.51549983911877
Landroid/webkit/WebView;->setBackgroundColor(I)V,128.3256610594131
Landroid/webkit/WebView;->requestFocusNodeHref(Landroid/os/Message;)V,127.98257700946016
Landroid/view/Display;->getRefreshRate()F,126.75969120710172
Landroid/telephony/TelephonyManager;->getSimState()I,126.43036432107576
Landroid/app/Activity;->showDialog(I)V,124.99519211789399
Landroid/telephony/TelephonyManager;->getGroupIdLevel1()Ljava/lang/String;,124.44898324156418
Landroid/widget/Gallery;-><init>(Landroid/content/Context;)V,123.48523722040828
Landroid/view/accessibility/CaptioningManager;->isEnabled()Z,121.87632993089323
Landroid/preference/PreferenceScreen;->bind(Landroid/widget/ListView;)V,120.98755433000987
Landroid/telephony/TelephonyManager;->getAllCellInfo()Ljava/util/List;,120.54201874089509
Landroid/view/View;->dispatchStartTemporaryDetach()V,119.87542857878545
Landroid/widget/ProgressBar;->setIndeterminateTintList(Landroid/content/res/ColorStateList;)V,119.50549914738264
Landroid/support/v13/app/FragmentTabHost;-><init>(Landroid/content/Context;)V,119.48853526070451
Landroid/support/v7/app/ActionBarActivity;->setSupportActionBar(Landroid/support/v7/widget/Toolbar;)V,119.06529762534544
Landroid/view/inputmethod/InputMethodManager;->restartInput(Landroid/view/View;)V,116.83309531784954
Landroid/app/Presentation;->show()V,116.74556640903344
Landroid/app/ExpandableListActivity;-><init>()V,115.57715057519175
Landroid/hardware/input/InputManager;->getInputDeviceIds()[I,113.03981073173162
Landroid/support/v7/internal/widget/TintCheckedTextView;->setCheckMarkDrawable(I)V,112.86463715849132
Landroid/app/AlertDialog$Builder;->create()Landroid/app/AlertDialog;,112.00656882513812
Landroid/app/backup/BackupAgentHelper;-><init>()V,111.48710172388186
Landroid/widget/ToggleButton;-><init>(Landroid/content/Context;)V,111.06947719031999
Landroid/app/ActivityManager;->restartPackage(Ljava/lang/String;)V,110.98572049885816
Landroid/graphics/drawable/DrawableContainer$DrawableContainerState;->getChild(I)Landroid/graphics/drawable/Drawable;,110.32968475443036
Landroid/view/ViewGroup;->generateLayoutParams(Landroid/util/AttributeSet;)Landroid/view/ViewGroup$LayoutParams;,109.82648367101294
Landroid/preference/Preference;->setTitle(I)V,109.63346061442199
Landroid/media/Ringtone;->getTitle(Landroid/content/Context;)Ljava/lang/String;,107.6473827385733
Landroid/widget/Gallery;->onTouchEvent(Landroid/view/MotionEvent;)Z,107.57702631296422
Landroid/app/AlertDialog$Builder;-><init>(Landroid/content/Context;)V,107.1913385128725
Landroid/support/v13/app/FragmentStatePagerAdapter;->finishUpdate(Landroid/view/ViewGroup;)V,107.11351325593577
Landroid/os/HandlerThread;->run()V,106.32132248365934
Landroid/app/Instrumentation;->callActivityOnDestroy(Landroid/app/Activity;)V,105.71032097693441
Landroid/speech/tts/TextToSpeech;->stop()I,104.45670115245953
Landroid/app/IntentService;->onCreate()V,103.4035550043493
Landroid/app/Instrumentation;->callApplicationOnCreate(Landroid/app/Application;)V,102.44853967553706
Landroid/content/ClipboardManager;->setPrimaryClip(Landroid/content/ClipData;)V,102.39838209472768
Landroid/telephony/TelephonyManager;->getDeviceId()Ljava/lang/String;,101.90341960710582
Landroid/widget/ImageView;->setImageTintList(Landroid/content/res/ColorStateList;)V,101.71890365314721
Landroid/webkit/WebView;->pageDown(Z)Z,101.30223121966361
Landroid/database/sqlite/SQLiteOpenHelper;->getReadableDatabase()Landroid/database/sqlite/SQLiteDatabase;,100.76799185851883
Landroid/app/Dialog;->dispatchKeyEvent(Landroid/view/KeyEvent;)Z,99.68151088683098
Landroid/view/accessibility/CaptioningManager;->addCaptioningChangeListener(Landroid/view/accessibility/CaptioningManager$CaptioningChangeListener;)V,99.676969638803
Landroid/text/SpannableStringBuilder;-><init>()V,99.6405916753331
Landroid/app/Activity;->onConfigurationChanged(Landroid/content/res/Configuration;)V,98.48447996512249
Landroid/webkit/WebView;->canGoForward()Z,98.11332174046245
Landroid/webkit/WebStorage;->getInstance()Landroid/webkit/WebStorage;,98.10150480241268
Landroid/app/DialogFragment;->onAttach(Landroid/app/Activity;)V,97.7858177090817
Landroid/animation/AnimatorSet;->start()V,97.11770240914475
Landroid/support/v7/internal/widget/TintRadioButton;-><init>(Landroid/content/Context;)V,96.98135758582106
Landroid/support/v7/widget/WindowCallbackWrapper;->startActionMode(Landroid/support/v7/view/ActionMode$Callback;)Landroid/support/v7/view/ActionMode;,96.41076211354394
Landroid/preference/PreferenceFragment;->onActivityCreated(Landroid/os/Bundle;)V,95.95537169146371
Landroid/app/Service;->stopSelf(I)V,95.67352553842
Landroid/text/SpannableString;->removeSpan(Ljava/lang/Object;)V,95.15628823749023
Landroid/preference/CheckBoxPreference;-><init>(Landroid/content/Context;)V,94.5884704962169
Landroid/webkit/WebView;->pageUp(Z)Z,94.54561584659453
Landroid/app/Instrumentation;->callActivityOnStart(Landroid/app/Activity;)V,94.38414396647256
Landroid/preference/PreferenceManager;->getSharedPreferences()Landroid/content/SharedPreferences;,93.45411569065558
Landroid/view/View;->setVerticalScrollBarEnabled(Z)V,93.35933111295905
Landroid/database/sqlite/SQLiteStatement;->executeInsert()J,92.4207583612249
Landroid/net/wifi/WifiManager;->addNetwork(Landroid/net/wifi/WifiConfiguration;)I,91.975852878553
Landroid/widget/ListView;->smoothScrollToPosition(I)V,91.73819532770699
Landroid/view/View;->setFocusable(Z)V,91.30450799864764
Landroid/widget/ExpandableListView;->setAdapter(Landroid/widget/ExpandableListAdapter;)V,91.27528285483231
Landroid/accounts/AccountAuthenticatorResponse;->onResult(Landroid/os/Bundle;)V,91.26248716168118
Landroid/net/ConnectivityManager;->getAllNetworkInfo()[Landroid/net/NetworkInfo;,91.15004032632488
Landroid/app/Instrumentation;->callActivityOnRestart(Landroid/app/Activity;)V,90.47620946808075
Landroid/location/LocationManager;->removeUpdates(Landroid/location/LocationListener;)V,90.4752383506432
Landroid/widget/ImageView;->setColorFilter(Landroid/graphics/ColorFilter;)V,90.2763057838751
Landroid/widget/ProgressBar;->setSecondaryProgressTintList(Landroid/content/res/ColorStateList;)V,90.09169494112348
Landroid/view/View;->dispatchKeyShortcutEvent(Landroid/view/KeyEvent;)Z,89.74299487135549
Landroid/speech/tts/TextToSpeech;->shutdown()V,88.68235175411068
Landroid/widget/TextView;->onInitializeAccessibilityNodeInfo(Landroid/view/accessibility/AccessibilityNodeInfo;)V,85.87549989396601
Landroid/graphics/drawable/ShapeDrawable;-><init>()V,83.91613005316597
Landroid/text/format/DateUtils;->formatElapsedTime(J)Ljava/lang/String;,83.52267741419905
Landroid/app/backup/BackupManager;->dataChanged()V,83.38033434772628
Landroid/content/ContextWrapper;->getSystemService(Ljava/lang/String;)Ljava/lang/Object;,81.52753695289368
Landroid/app/Activity;->closeOptionsMenu()V,81.32828465998145
Landroid/webkit/WebViewDatabase;->getInstance(Landroid/content/Context;)Landroid/webkit/WebViewDatabase;,79.83793981919192
Landroid/hardware/input/InputManager;->getInputDevice(I)Landroid/view/InputDevice;,78.94000318450915
Landroid/database/sqlite/SQLiteDatabase;->setMaximumSize(J)J,78.81470036438365
Landroid/widget/EditText;->selectAll()V,78.56078159392865
Landroid/app/Activity;->finishActivity(I)V,78.54809076388418
Landroid/view/inputmethod/InputMethodManager;->getInputMethodList()Ljava/util/List;,77.98992136899474
Landroid/graphics/drawable/BitmapDrawable;-><init>(Ljava/io/InputStream;)V,77.86138901519848
Landroid/telephony/TelephonyManager;->getSimCountryIso()Ljava/lang/String;,77.85136236500347
Landroid/content/ContextWrapper;->getPackageManager()Landroid/content/pm/PackageManager;,77.23090996978145
Landroid/view/View;->invalidateDrawable(Landroid/graphics/drawable/Drawable;)V,76.14370163154648
Landroid/net/wifi/WifiManager;->getConfiguredNetworks()Ljava/util/List;,75.86310224850382
Landroid/preference/EditTextPreference;-><init>(Landroid/content/Context;)V,75.39136046570364
Landroid/widget/MultiAutoCompleteTextView;-><init>(Landroid/content/Context;)V,74.7196082308698
Landroid/graphics/drawable/BitmapDrawable;-><init>()V,74.5654916984557
Landroid/app/Activity;->setProgress(I)V,73.93762204697867
Landroid/database/sqlite/SQLiteDatabase;->getVersion()I,72.67850863539812
Landroid/app/AlertDialog;->setIcon(I)V,72.62782995456905
Landroid/telephony/TelephonyManager;->getDataState()I,72.50188937698363
Landroid/app/Activity;->onTouchEvent(Landroid/view/MotionEvent;)Z,72.05636744082709
Landroid/app/Activity;->setProgressBarIndeterminate(Z)V,71.74220651303312
Landroid/widget/ProgressBar;->setProgressTintList(Landroid/content/res/ColorStateList;)V,71.66651706265498
Landroid/content/SearchRecentSuggestionsProvider;-><init>()V,70.64277760440669
Landroid/app/ProgressDialog;->setIndeterminate(Z)V,70.45991507935317
Landroid/widget/ProgressBar;-><init>(Landroid/content/Context;)V,70.07460962109862
Landroid/app/Instrumentation;->callActivityOnResume(Landroid/app/Activity;)V,69.31601499055695
Landroid/widget/ListPopupWindow;->show()V,69.21115325935511
Landroid/telephony/TelephonyManager;->getNetworkOperatorName()Ljava/lang/String;,69.03091460152851
Landroid/widget/PopupMenu;->inflate(I)V,68.99572668130543
Landroid/accounts/AccountAuthenticatorActivity;-><init>()V,68.23446622250425
Landroid/app/Activity;->openOptionsMenu()V,68.18827401685469
Landroid/telephony/TelephonyManager;->getVoiceMailNumber()Ljava/lang/String;,68.0802651938003
Landroid/preference/PreferenceFragment;->onDestroy()V,67.73845745084438
Landroid/speech/tts/TextToSpeech;->setLanguage(Ljava/util/Locale;)I,67.59576882560248
Landroid/view/Display;->getName()Ljava/lang/String;,67.08082564837095
Landroid/app/ActivityManager;->getMemoryInfo(Landroid/app/ActivityManager$MemoryInfo;)V,65.8650344807435
Landroid/app/TabActivity;-><init>()V,65.26350995997305
Landroid/view/KeyCharacterMap;->deviceHasKey(I)Z,65.09033283846234
Landroid/support/v8/renderscript/RenderScript;->create(Landroid/content/Context;)Landroid/support/v8/renderscript/RenderScript;,64.77635006969027
Landroid/webkit/WebView;->goBack()V,64.56039288112447
Landroid/telephony/PhoneNumberUtils;->formatNumber(Ljava/lang/String;)Ljava/lang/String;,64.16485707846203
Landroid/app/Activity;->onOptionsItemSelected(Landroid/view/MenuItem;)Z,63.94060867077519
Landroid/location/LocationManager;->getProviders(Z)Ljava/util/List;,63.66189711350668
Landroid/view/View;->setKeepScreenOn(Z)V,63.589762178702856
Landroid/widget/TimePicker;-><init>(Landroid/content/Context;)V,63.117009938313146
Landroid/view/inputmethod/InputMethodManager;->showInputMethodPicker()V,63.01757623250777
Landroid/widget/Space;-><init>(Landroid/content/Context;)V,62.76180713000559
Landroid/telephony/TelephonyManager;->isNetworkRoaming()Z,62.5020318855383
Landroid/widget/RadioGroup;->check(I)V,62.10385391755494
Landroid/view/View;->playSoundEffect(I)V,62.0913315471667
Landroid/widget/AutoCompleteTextView;->showDropDown()V,61.91938455394653
Landroid/view/View;->buildDrawingCache(Z)V,61.8938851048416
Landroid/text/TextUtils;->concat([Ljava/lang/CharSequence;)Ljava/lang/CharSequence;,61.58057139299822
